claim,url,date,content,renderedContent,id,replyCount,retweetCount,likeCount,quoteCount,conversationId,lang,source,sourceUrl,sourceLabel,outlinks,tcooutlinks,retweetedTweet,quotedTweet,inReplyToTweetId,inReplyToUser,mentionedUsers,coordinates,place,hashtags,cashtags,username,displayname,description,rawDescription,descriptionUrls,verified,created,followersCount,friendsCount,statusesCount,favouritesCount,listedCount,mediaCount,location,protected,linkUrl,linkTcourl,profileImageUrl,profileBannerUrl,label,user_id
Fascist-oriented regimes in Latin America invite Israelis to provide advice on depopulating indigenous peoples,https://twitter.com/eaanders/status/1206971417960407040,2019-12-17 16:16:25+00:00,Israel’s Genocide Advisers and Technicians Return to Latin America in Force — Strategic Culture https://t.co/wyAadA7cAm,Israel’s Genocide Advisers and Technicians Return to Latin America in Force — Strategic Culture strategic-culture.org/news/2019/12/1…,1206971417960407040,0.0,0.0,0.0,0.0,1.206971417960407e+18,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://twitter.com,Twitter Web Client,['https://www.strategic-culture.org/news/2019/12/17/israels-genocide-advisers-and-technicians-return-to-latin-america-in-force/'],['https://t.co/wyAadA7cAm'],,,,,,,,,,eaanders,Elwood A Anderson,Retired Engineer/Businessman,Retired Engineer/Businessman,,False,2010-12-16 03:01:51+00:00,35.0,3.0,14842.0,12.0,4.0,3379.0,Las Vegas,False,http://elwoodanderson.com/,http://t.co/atVGrWxxt1,https://pbs.twimg.com/profile_images/696554854538346496/R2dZjF4S_normal.jpg,https://pbs.twimg.com/profile_banners/227165274/1362333673,,227165274
Fascist-oriented regimes in Latin America invite Israelis to provide advice on depopulating indigenous peoples,https://twitter.com/GQuintinB/status/1206948919638417409,2019-12-17 14:47:01+00:00,"🧐Wayne Madsen @WMRDC - @Strateg_Culture ⬇️
🔎Los asesores y técnicos israelíes en materia de genocidio regresan con fuerza a América Latina🔍
@Adolfo_D_F @WalterDossier @psr_militancia 
https://t.co/6BxkZf9ekZ","🧐Wayne Madsen @WMRDC - @Strateg_Culture ⬇️
🔎Los asesores y técnicos israelíes en materia de genocidio regresan con fuerza a América Latina🔍
@Adolfo_D_F @WalterDossier @psr_militancia 
strategic-culture.org/news/2019/12/1…",1206948919638417408,0.0,0.0,0.0,0.0,1.2069489196384174e+18,es,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,['https://www.strategic-culture.org/news/2019/12/17/israels-genocide-advisers-and-technicians-return-to-latin-america-in-force/'],['https://t.co/6BxkZf9ekZ'],,,,,"[User(username='WMRDC', id=22369975, displayname='Wayne Madsen', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='Strateg_Culture', id=214091399, displayname='Strategic Culture', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='Adolfo_D_F', id=999672254727208962, displayname='Adolfo Díaz Fernández', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='WalterDossier', id=153170209, displayname='Walter Martínez', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='psr_militancia', id=1079482913987661824, displayname='Tercera Posición 🇦🇷', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,,,GQuintinB,▬𝐐𝐔𝐈𝐍▬,Ignorant seeking wisdom,Ignorant seeking wisdom,,False,2018-02-18 10:35:27+00:00,241.0,2467.0,20308.0,1328.0,1.0,1908.0,,False,,,https://pbs.twimg.com/profile_images/1459509221372973061/iaw9rFyi_normal.jpg,https://pbs.twimg.com/profile_banners/965172906421637120/1636809090,,965172906421637120
Fascist-oriented regimes in Latin America invite Israelis to provide advice on depopulating indigenous peoples,https://twitter.com/soitiz/status/1206917271182020614,2019-12-17 12:41:15+00:00,Israel’s #Genocide Advisers and Technicians Return to Latin America in Force - https://t.co/ujnjM8106F via @Strateg_Culture #Palestine https://t.co/cihovqQ2eE,Israel’s #Genocide Advisers and Technicians Return to Latin America in Force - strategic-culture.org/?p=260797 via @Strateg_Culture #Palestine https://t.co/cihovqQ2eE,1206917271182020608,1.0,1.0,2.0,0.0,1.2069172711820206e+18,en,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",https://about.twitter.com/products/tweetdeck,TweetDeck,['https://www.strategic-culture.org/?p=260797'],['https://t.co/ujnjM8106F'],,,,,"[User(username='Strateg_Culture', id=214091399, displayname='Strategic Culture', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,"['Genocide', 'Palestine']",,soitiz,al whit🍉,“My aim is to agitate and disturb people. I'm not selling bread; I'm selling yeast”. ― Miguel de Unamuno #Palestine #BDSOurWeapon #Act4Palestine,“My aim is to agitate and disturb people. I'm not selling bread; I'm selling yeast”. ― Miguel de Unamuno #Palestine #BDSOurWeapon #Act4Palestine,,False,2009-02-28 02:55:18+00:00,4093.0,392.0,188982.0,312.0,188.0,126067.0,Salford UK,False,,,https://pbs.twimg.com/profile_images/780062438792294402/3FMRP0TG_normal.jpg,https://pbs.twimg.com/profile_banners/22221730/1557704447,,22221730
Fascist-oriented regimes in Latin America invite Israelis to provide advice on depopulating indigenous peoples,https://twitter.com/cliveldunn/status/1206915068807569409,2019-12-17 12:32:30+00:00,"#Fascist-oriented regimes in #Brazil, #Bolivia, #Colombia, #Peru, #Ecuador, #Honduras, #Paraguay, #Guatemala, #Chile, eager to displace indigenous peoples, have invited #Israel back to their nations to provide advice on depopulating indigenous regions.
 https://t.co/c52SlTetNt","#Fascist-oriented regimes in #Brazil, #Bolivia, #Colombia, #Peru, #Ecuador, #Honduras, #Paraguay, #Guatemala, #Chile, eager to displace indigenous peoples, have invited #Israel back to their nations to provide advice on depopulating indigenous regions.
 strategic-culture.org/news/2019/12/1…",1206915068807569408,0.0,0.0,1.0,0.0,1.2069150688075694e+18,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://twitter.com,Twitter Web Client,['https://www.strategic-culture.org/news/2019/12/17/israels-genocide-advisers-and-technicians-return-to-latin-america-in-force/'],['https://t.co/c52SlTetNt'],,,,,,,,"['Fascist', 'Brazil', 'Bolivia', 'Colombia', 'Peru', 'Ecuador', 'Honduras', 'Paraguay', 'Guatemala', 'Chile', 'Israel']",,cliveldunn,Clive Dunn,An enquiring mind with a healthy dose of scepticism,An enquiring mind with a healthy dose of scepticism,,False,2010-11-23 12:21:10+00:00,496.0,421.0,39748.0,9849.0,64.0,381.0,Bath,False,,,https://pbs.twimg.com/profile_images/522724972620300288/OMZYLi7G_normal.jpeg,https://pbs.twimg.com/profile_banners/218857792/1398513166,,218857792
Feminist and gender theories used by the West to undermine countries based on traditional patriarchal values,https://twitter.com/ChelomvVek/status/1206833476118437894,2019-12-17 07:08:17+00:00,"#femminismo, #militarismo https://t.co/YJia1y5Wb2","#femminismo, #militarismo geopolitica.ru/it/article/il-…",1206833476118437888,0.0,0.0,0.0,0.0,1.206833476118438e+18,und,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,['https://www.geopolitica.ru/it/article/il-militarismo-femminista-come-faccia-della-politica-occidentale'],['https://t.co/YJia1y5Wb2'],,,,,,,,"['femminismo', 'militarismo']",,ChelomvVek,Leonid Savin,"Author, mentor and operator of the cheery geopolitical projects","Author, mentor and operator of the cheery geopolitical projects",,False,2010-07-10 17:38:56+00:00,774.0,407.0,1908.0,219.0,6.0,52.0,Heartland of Eurasia,False,http://geopolitica.ru,https://t.co/1rO3b6XmjD,https://pbs.twimg.com/profile_images/1157221768/x_4d33f6a0_normal.jpg,,,165127264
Feminist and gender theories used by the West to undermine countries based on traditional patriarchal values,https://twitter.com/Sioux____/status/1207411298071457795,2019-12-18 21:24:20+00:00,https://t.co/2udkNo01ld,geopolitica.ru/sr/article/fem…,1207411298071457792,0.0,1.0,2.0,0.0,1.2074112980714578e+18,und,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,['https://www.geopolitica.ru/sr/article/feministichki-militarizam-lice-zapadne-politike'],['https://t.co/2udkNo01ld'],,,,,,,,,,Sioux____,Sioux,Rat neoliberalnim elitama...BORBA!,Rat neoliberalnim elitama...BORBA!,,False,2019-09-21 20:05:51+00:00,393.0,160.0,488.0,52823.0,0.0,22.0,Republic of Serbia,False,,,https://pbs.twimg.com/profile_images/1192511239890620418/JDkRU8mG_normal.jpg,,,1175501194028040192
OPCW has deliberately falsified Douma report to blame the Assad Government,https://twitter.com/flyer4life/status/1220476714364502017,2020-01-23 22:41:38+00:00,New leaks provide further evidence that OPCW suppressed &amp; altered findings on Douma ‘chemical attack’ — RT World News https://t.co/klOE0ljHnE,New leaks provide further evidence that OPCW suppressed &amp; altered findings on Douma ‘chemical attack’ — RT World News rt.com/news/475926-op…,1220476714364502016,0.0,0.0,0.0,0.0,1.220476714364502e+18,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://twitter.com,Twitter Web Client,['https://www.rt.com/news/475926-opcw-leaks-report-syria-chemical/'],['https://t.co/klOE0ljHnE'],,,,,,,,,,flyer4life,sam,"Sports fanatic...Flyers, Eagles...enough said.","Sports fanatic...Flyers, Eagles...enough said.",,False,2011-06-19 15:48:15+00:00,8043.0,7650.0,302983.0,276887.0,158.0,2135.0,,False,,,https://pbs.twimg.com/profile_images/1476668723150925825/8XA0SZf4_normal.jpg,https://pbs.twimg.com/profile_banners/320252434/1468432262,,320252434
OPCW has deliberately falsified Douma report to blame the Assad Government,https://twitter.com/FCathye8/status/1220157132097585152,2020-01-23 01:31:44+00:00,New leaks provide further evidence that OPCW suppressed &amp; altered findings on Douma ‘chemical attack’ — RT World News https://t.co/19aBKRy110,New leaks provide further evidence that OPCW suppressed &amp; altered findings on Douma ‘chemical attack’ — RT World News rt.com/news/475926-op…,1220157132097585152,0.0,0.0,0.0,0.0,1.2201571320975852e+18,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://twitter.com,Twitter Web Client,['https://www.rt.com/news/475926-opcw-leaks-report-syria-chemical/'],['https://t.co/19aBKRy110'],,,,,,,,,,FCathye8,Cathye F. Mickley,,,,False,2014-09-24 10:37:06+00:00,46.0,644.0,4426.0,1403.0,0.0,721.0,,False,,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,,2829695587
OPCW has deliberately falsified Douma report to blame the Assad Government,https://twitter.com/2ndNewMoon/status/1219616043221626881,2020-01-21 13:41:38+00:00,New leaks provide further evidence that OPCW suppressed &amp; altered findings on Douma ‘chemical attack’ — RT World News https://t.co/evolOJFjQx,New leaks provide further evidence that OPCW suppressed &amp; altered findings on Douma ‘chemical attack’ — RT World News rt.com/news/475926-op…,1219616043221626880,0.0,0.0,0.0,0.0,1.219616043221627e+18,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://twitter.com,Twitter Web Client,['https://www.rt.com/news/475926-opcw-leaks-report-syria-chemical/'],['https://t.co/evolOJFjQx'],,,,,,,,,,2ndNewMoon,D'ARAMITZ,We’re on the bleeding edge of theistic virology here. 🌸,We’re on the bleeding edge of theistic virology here. 🌸,,False,2011-02-06 02:19:48+00:00,3588.0,5001.0,120712.0,50418.0,75.0,25696.0,,False,,,https://pbs.twimg.com/profile_images/599497059834671104/90YuAPDn_normal.png,https://pbs.twimg.com/profile_banners/248014091/1624600247,,248014091
OPCW has deliberately falsified Douma report to blame the Assad Government,https://twitter.com/eaw401/status/1211001573993660418,2019-12-28 19:10:49+00:00,https://t.co/WZbL5q8qrE  Syrian did not use Chemical Weapons?,rt.com/news/475926-op…  Syrian did not use Chemical Weapons?,1211001573993660416,0.0,0.0,1.0,0.0,1.2110015739936604e+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,['https://www.rt.com/news/475926-opcw-leaks-report-syria-chemical/'],['https://t.co/WZbL5q8qrE'],,,,,,,,,,eaw401,Liz,"Mom Navy Decoder D.C. & Dad Air Force, Shot Down On D-Day, POW WWll. ❤️ Former Teacher. Research & Facts. Thank God Everyday For Our President!","Mom Navy Decoder D.C. & Dad Air Force, Shot Down On D-Day, POW WWll. ❤️ Former Teacher. Research & Facts. Thank God Everyday For Our President!",,False,2011-02-07 18:56:45+00:00,242.0,223.0,32466.0,19940.0,1.0,1937.0,"Las Vegas, NV",False,,,https://pbs.twimg.com/profile_images/1057037044344451072/X4coervv_normal.jpg,https://pbs.twimg.com/profile_banners/248794757/1540851185,,248794757
OPCW has deliberately falsified Douma report to blame the Assad Government,https://twitter.com/chrisrobisonnet/status/1210992719855804416,2019-12-28 18:35:38+00:00,New leaks provide further evidence that OPCW suppressed &amp; altered findings on Douma ‘chemical attack’ — RT World News https://t.co/4bdCHHem3X,New leaks provide further evidence that OPCW suppressed &amp; altered findings on Douma ‘chemical attack’ — RT World News rt.com/news/475926-op…,1210992719855804416,0.0,0.0,0.0,0.0,1.2109927198558044e+18,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,['https://www.rt.com/news/475926-opcw-leaks-report-syria-chemical/'],['https://t.co/4bdCHHem3X'],,,,,,,,,,chrisrobisonnet,chris robison,Dad of 2 sons/singer/songwriter R n Roll- my band: stumblebunny.bandcamp.com solo CD's: chrisrobison.bandcamp.com reverbnation.com/chrisrobison,Dad of 2 sons/singer/songwriter R n Roll- my band: https://t.co/nEphFZOGkK solo CD's: https://t.co/5rW265OyA7 https://t.co/zvlRQE8hXz,"[{'text': 'stumblebunny.bandcamp.com', 'url': 'http://stumblebunny.bandcamp.com', 'tcourl': 'https://t.co/nEphFZOGkK', 'indices': (51, 74)}, {'text': 'chrisrobison.bandcamp.com', 'url': 'http://chrisrobison.bandcamp.com', 'tcourl': 'https://t.co/5rW265OyA7', 'indices': (86, 109)}, {'text': 'reverbnation.com/chrisrobison', 'url': 'http://reverbnation.com/chrisrobison', 'tcourl': 'https://t.co/zvlRQE8hXz', 'indices': (110, 133)}]",False,2010-01-08 14:53:57+00:00,1280.0,4910.0,19076.0,5919.0,5.0,3783.0,NYC,False,http://www.chrisrobison.net,http://t.co/QGdam1CEdG,https://pbs.twimg.com/profile_images/618957740145254400/sTTXl0EF_normal.jpg,,,103002317
OPCW has deliberately falsified Douma report to blame the Assad Government,https://twitter.com/nk2008/status/1210907238614913024,2019-12-28 12:55:57+00:00,New leaks provide further evidence that OPCW suppressed &amp; altered findings on Douma ‘chemical attack’ — RT World News https://t.co/WKSeQ23WGN,New leaks provide further evidence that OPCW suppressed &amp; altered findings on Douma ‘chemical attack’ — RT World News rt.com/news/475926-op…,1210907238614913024,0.0,0.0,0.0,0.0,1.210907238614913e+18,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://twitter.com,Twitter Web Client,['https://www.rt.com/news/475926-opcw-leaks-report-syria-chemical/'],['https://t.co/WKSeQ23WGN'],,,,,,,,,,nk2008,nk2008,,,,False,2008-12-19 18:09:55+00:00,12.0,58.0,5466.0,450.0,0.0,232.0,,False,,,https://pbs.twimg.com/profile_images/444646423959568384/7z__C9lx_normal.jpeg,,,18247212
OPCW has deliberately falsified Douma report to blame the Assad Government,https://twitter.com/Thebashmentshow/status/1210609723491397633,2019-12-27 17:13:44+00:00,New leaks provide further evidence that OPCW suppressed &amp; altered findings on Douma ‘chemical attack’ — RT World News https://t.co/fLWeMKnz7m,New leaks provide further evidence that OPCW suppressed &amp; altered findings on Douma ‘chemical attack’ — RT World News rt.com/news/475926-op…,1210609723491397632,0.0,0.0,0.0,0.0,1.2106097234913976e+18,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,['https://www.rt.com/news/475926-opcw-leaks-report-syria-chemical/'],['https://t.co/fLWeMKnz7m'],,,,,,,,,,Thebashmentshow,Thebashmentshow,"The Bashment Show, Ska, Roots and Culture, Old skool, New skool Reggae. Live every Tuesday 9pm -Midnight. pcrfm.co.uk","The Bashment Show, Ska, Roots and Culture, Old skool, New skool Reggae. Live every Tuesday 9pm -Midnight. https://t.co/tLZLQDepp1","[{'text': 'pcrfm.co.uk', 'url': 'http://pcrfm.co.uk', 'tcourl': 'https://t.co/tLZLQDepp1', 'indices': (106, 129)}]",False,2013-05-18 17:59:16+00:00,6.0,86.0,391.0,2.0,0.0,9.0,,False,http://www.pcrfm.co.uk/,https://t.co/s1wbsTDlL2,https://pbs.twimg.com/profile_images/3706525016/513d9cd80dc29d14cbc53aa3452eaaf4_normal.png,,,1439033749
OPCW has deliberately falsified Douma report to blame the Assad Government,https://twitter.com/Gogo__R/status/1210609171260985350,2019-12-27 17:11:33+00:00,New leaks provide further evidence that OPCW suppressed &amp; altered findings on Douma ‘chemical attack’ https://t.co/yCH6k7T6kK,New leaks provide further evidence that OPCW suppressed &amp; altered findings on Douma ‘chemical attack’ rt.com/news/475926-op…,1210609171260985344,0.0,0.0,0.0,0.0,1.2106091712609853e+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,['https://www.rt.com/news/475926-opcw-leaks-report-syria-chemical/'],['https://t.co/yCH6k7T6kK'],,,,,,,,,,Gogo__R,Gogo,Some Mind Spray...,Some Mind Spray...,,False,2009-06-11 01:05:32+00:00,185.0,1755.0,12941.0,34843.0,1.0,246.0,,False,,,https://pbs.twimg.com/profile_images/1161394684691959808/h_hckjbS_normal.jpg,https://pbs.twimg.com/profile_banners/46275798/1511820430,,46275798
OPCW has deliberately falsified Douma report to blame the Assad Government,https://twitter.com/RedSimpson3/status/1210575420531388416,2019-12-27 14:57:26+00:00,New leaks provide further evidence that OPCW suppressed &amp; altered findings on Douma ‘chemical attack’ — RT World News https://t.co/UW7CoQbEla,New leaks provide further evidence that OPCW suppressed &amp; altered findings on Douma ‘chemical attack’ — RT World News rt.com/news/475926-op…,1210575420531388416,0.0,0.0,0.0,0.0,1.2105754205313884e+18,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,['https://www.rt.com/news/475926-opcw-leaks-report-syria-chemical/'],['https://t.co/UW7CoQbEla'],,,,,,,,,,RedSimpson3,Boycott Apartheid israel #BDS,#JC4PM,#JC4PM,,False,2018-09-01 00:32:26+00:00,553.0,474.0,42328.0,59474.0,2.0,537.0,EU ,False,,,https://pbs.twimg.com/profile_images/1167224735756881922/myYCt2j__normal.jpg,https://pbs.twimg.com/profile_banners/1035686784200585222/1567123184,,1035686784200585216
OPCW has deliberately falsified Douma report to blame the Assad Government,https://twitter.com/hem_day/status/1207911041516154880,2019-12-20 06:30:08+00:00,New leaks provide further evidence that OPCW suppressed &amp; altered findings on Douma ‘chemical attack’ — RT World News https://t.co/tlaBWsiGBH,New leaks provide further evidence that OPCW suppressed &amp; altered findings on Douma ‘chemical attack’ — RT World News rt.com/news/475926-op…,1207911041516154880,0.0,0.0,0.0,0.0,1.207911041516155e+18,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://twitter.com,Twitter Web Client,['https://www.rt.com/news/475926-opcw-leaks-report-syria-chemical/'],['https://t.co/tlaBWsiGBH'],,,,,,,,,,hem_day,hem_day,"The burning flag picture speaks for itself. 
Art. 50 TEU. Art. 58 ECHR. Art. 13 North Atlantic Treaty","The burning flag picture speaks for itself. 
Art. 50 TEU. Art. 58 ECHR. Art. 13 North Atlantic Treaty",,False,2012-10-15 11:49:39+00:00,270.0,165.0,21902.0,8617.0,8.0,1304.0,Belgium,False,,,https://pbs.twimg.com/profile_images/2724337817/be358d9dd11688c0f78f1ace18bf4ce4_normal.jpeg,https://pbs.twimg.com/profile_banners/882153804/1516878075,,882153804
OPCW has deliberately falsified Douma report to blame the Assad Government,https://twitter.com/itsstevenhudson/status/1206938132094083075,2019-12-17 14:04:09+00:00,New leaks provide further evidence that OPCW suppressed &amp; altered findings on Douma ‘chemical attack’ —  https://t.co/rWq6fV9Rzq,New leaks provide further evidence that OPCW suppressed &amp; altered findings on Douma ‘chemical attack’ —  rt.com/news/475926-op…,1206938132094083072,0.0,0.0,0.0,0.0,1.206938132094083e+18,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://twitter.com,Twitter Web Client,['https://www.rt.com/news/475926-opcw-leaks-report-syria-chemical/?utm_source=Newsletter&utm_medium=Email&utm_campaign=Email'],['https://t.co/rWq6fV9Rzq'],,,,,,,,,,itsstevenhudson,Steven Hudson ⚛️✊🏽,"🌹 Actor, daytrader, humanist. ☮️ Author of ""Church/Religion"" as ""Dustcircle."" 🏴 get.stashinvest.com/stevene5ooy + coinbase.com/join/hudson_jus ☭","🌹 Actor, daytrader, humanist. ☮️ Author of ""Church/Religion"" as ""Dustcircle."" 🏴 https://t.co/DHB96mcEIO + https://t.co/eU6oqDrTrO ☭","[{'text': 'get.stashinvest.com/stevene5ooy', 'url': 'http://get.stashinvest.com/stevene5ooy', 'tcourl': 'https://t.co/DHB96mcEIO', 'indices': (80, 103)}, {'text': 'coinbase.com/join/hudson_jus', 'url': 'http://coinbase.com/join/hudson_jus', 'tcourl': 'https://t.co/eU6oqDrTrO', 'indices': (106, 129)}]",False,2017-04-12 17:59:28+00:00,576.0,4954.0,306412.0,51.0,14.0,28378.0,Central Ohio,False,https://stevedustcircleus.wordpress.com,https://t.co/RzfGzEIYv8,https://pbs.twimg.com/profile_images/852221188235567115/RBd7e5x4_normal.jpg,https://pbs.twimg.com/profile_banners/852219630873661440/1492020392,,852219630873661440
OPCW has deliberately falsified Douma report to blame the Assad Government,https://twitter.com/AndyWu007/status/1206813705456898048,2019-12-17 05:49:43+00:00,"Contoh gampang hoax soal papua yg gunain senjata kimia ama aparat oleh media Ausia
Kebongkar lg kebohongan mrk, padahal dr dulu di Indo sering tjd kerusuhan, dah brapa juta nyawa melayang, Rakyat yg bodoh, buta Geopolitik dan sok Suci
https://t.co/YYAuhxS76U","Contoh gampang hoax soal papua yg gunain senjata kimia ama aparat oleh media Ausia
Kebongkar lg kebohongan mrk, padahal dr dulu di Indo sering tjd kerusuhan, dah brapa juta nyawa melayang, Rakyat yg bodoh, buta Geopolitik dan sok Suci
rt.com/news/475926-op…",1206813705456898048,0.0,1.0,1.0,0.0,1.206813143353049e+18,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,['https://www.rt.com/news/475926-opcw-leaks-report-syria-chemical/amp/?__twitter_impression=true'],['https://t.co/YYAuhxS76U'],,,1.206813143353049e+18,https://twitter.com/AndyWu007,,,,,,AndyWu007,Andy Wu,,,,False,2016-12-22 13:11:27+00:00,302.0,342.0,2571.0,2049.0,0.0,353.0,Singapore,False,,,https://pbs.twimg.com/profile_images/811923725981401088/va-AKhW__normal.jpg,https://pbs.twimg.com/profile_banners/811922097748312064/1581318861,,811922097748312064
OPCW has deliberately falsified Douma report to blame the Assad Government,https://twitter.com/DrEdGd/status/1206809323147550720,2019-12-17 05:32:18+00:00,New leaks provide further evidence that OPCW suppressed &amp; altered findings on Douma ‘chemical attack’ — RT World News https://t.co/rVjjm49HIw,New leaks provide further evidence that OPCW suppressed &amp; altered findings on Douma ‘chemical attack’ — RT World News rt.com/news/475926-op…,1206809323147550720,0.0,0.0,0.0,0.0,1.2068093231475507e+18,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://twitter.com,Twitter Web Client,['https://www.rt.com/news/475926-opcw-leaks-report-syria-chemical/'],['https://t.co/rVjjm49HIw'],,,,,,,,,,DrEdGd,Edward Good,Bio Chem Med $,Bio Chem Med $,,False,2011-08-04 23:25:05+00:00,221.0,367.0,39188.0,51388.0,52.0,150.0,US,False,,,https://pbs.twimg.com/profile_images/1489938023/Untitled-1_normal.jpg,,,348757190
OPCW has deliberately falsified Douma report to blame the Assad Government,https://twitter.com/kathysmith2k7/status/1206781219779883008,2019-12-17 03:40:38+00:00,New leaks provide further evidence that OPCW suppressed &amp; altered findings on Douma ‘chemical attack’ — RT World News https://t.co/s3fpNWugBK,New leaks provide further evidence that OPCW suppressed &amp; altered findings on Douma ‘chemical attack’ — RT World News rt.com/news/475926-op…,1206781219779883008,0.0,0.0,0.0,0.0,1.206781219779883e+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,['https://www.rt.com/news/475926-opcw-leaks-report-syria-chemical/'],['https://t.co/s3fpNWugBK'],,,,,,,,,,kathysmith2k7,k,"If I dont post, you know why! Twatter banning without explaining why!?","If I dont post, you know why! Twatter banning without explaining why!?",,False,2011-09-13 00:58:13+00:00,617.0,1882.0,72916.0,17190.0,4.0,11200.0,,False,,,https://pbs.twimg.com/profile_images/1487584661782114316/8iTnOLz4_normal.jpg,https://pbs.twimg.com/profile_banners/372572992/1643502859,,372572992
OPCW has deliberately falsified Douma report to blame the Assad Government,https://twitter.com/Notyetsonic1/status/1206659235192328192,2019-12-16 19:35:54+00:00,New leaks provide further evidence that OPCW suppressed &amp; altered findings on Douma ‘chemical attack’ — RT World News https://t.co/oUWOYJIu7z,New leaks provide further evidence that OPCW suppressed &amp; altered findings on Douma ‘chemical attack’ — RT World News rt.com/news/475926-op…,1206659235192328192,0.0,0.0,0.0,0.0,1.2066592351923282e+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,['https://www.rt.com/news/475926-opcw-leaks-report-syria-chemical/'],['https://t.co/oUWOYJIu7z'],,,,,,,,,,Notyetsonic1,K,,,,False,2016-07-13 05:42:01+00:00,121.0,642.0,34487.0,9725.0,60.0,242.0,Canada,False,,,https://pbs.twimg.com/profile_images/911991895252811776/7r5KQ6V9_normal.jpg,https://pbs.twimg.com/profile_banners/753102160938885120/1476327720,,753102160938885120
